NO,共通ID,施設・場所名,住所,洪水,崖崩れ、土石流及び地滑り,高潮,地震,津波,大規模な火事,内水氾濫,火山現象,指定避難所との住所同一,緯度,経度,備考
656,E1330300001201,武蔵野コミュニティセンター,東京都瑞穂町むさし野1-5,1,1,,1,,1,1,1,,35.7614985620997,139.339655999975,
657,E1330300002201,あすなろ児童館,東京都瑞穂町大字石畑1837,1,1,,1,,1,1,1,,35.7692981284087,139.356211428904,
658,E1330300003201,町民会館,東京都瑞穂町大字石畑1875,1,1,,1,,1,1,1,,35.7716391779132,139.354693890414,
659,E1330300011201,元狭山コミュニティセンター,東京都瑞穂町大字二本木673-1,1,1,,1,,1,1,1,,35.7908796057955,139.355475664076,
660,E1330300013201,長岡コミュニティセンター,東京都瑞穂町大字箱根ケ崎1180,1,1,,1,,1,1,1,,35.7808780778634,139.33715576573,
661,E1311500001201,阿佐ヶ谷中学校,東京都杉並区阿佐谷南1-17-3,1,1,,1,,1,1,,1,35.700321509478,139.63627683339,
662,E1311500002201,杉並第六小学校,東京都杉並区阿佐谷南1-24-21,,,,1,,1,,,1,35.701799217281,139.64320852958,
663,E1311500003201,杉並第七小学校,東京都杉並区阿佐谷南3-19-2,,,,1,,1,,,1,35.703190735384,139.63124052957,
664,E1311500004201,阿佐谷地域区民センター,東京都杉並区阿佐谷北1-1-1,1,1,,1,,1,1,,1,35.705338,139.641225,
665,E1311500005201,杉並第一小学校,東京都杉並区阿佐谷北1-5-27,1,1,,1,,1,1,,1,35.705968224218,139.63682228645,
666,E1311500006201,杉森中学校,東京都杉並区阿佐谷北5-45-24,,,,1,,1,,,1,35.711945522401,139.64125000832,
667,E1311500007201,八成小学校,東京都杉並区井草2-25-4,,,,1,,1,,,1,35.728304204983,139.61927901721,
668,E1311500009201,永福小学校,東京都杉並区永福2-16-33,1,1,,1,,1,1,,1,35.673273344374,139.63888956918,
669,E1311500010201,西田小学校,東京都杉並区荻窪1-38-15,,,,1,,1,,,1,35.694524673334,139.62256702943,
670,E1311500011201,松溪中学校,東京都杉並区荻窪2-3-1,1,1,,1,,1,1,,1,35.69651172749,139.62222560789,
671,E1311500013201,桃井第二小学校,東京都杉並区荻窪5-10-25,,,,1,,1,,,1,35.701486449732,139.617277222,
672,E1311500014201,東原中学校,東京都杉並区下井草1-28-5,,,,1,,1,,,1,35.717667427736,139.63037899282,
673,E1311500015201,桃井第五小学校,東京都杉並区下井草4-22-4,,,,1,,1,,,1,35.722127254956,139.61940968623,
674,E1311500016201,中瀬中学校,東京都杉並区下井草4-3-29,1,1,,1,,1,1,,1,35.719512986472,139.6193035674,
675,E1311500017201,井草地域区民センター,東京都杉並区下井草5-7-22,1,1,,1,,1,1,,1,35.72085425537,139.61650013799,
676,E1311500018201,下高井戸おおぞら公園,東京都杉並区下高井戸2-28-23,,,,1,,1,,,,35.671368159941,139.63712221433,
677,E1311500019201,向陽中学校,東京都杉並区下高井戸3-24-1,,,,1,,1,,,1,35.673308188969,139.63457314583,
678,E1311500020201,高井戸第三小学校,東京都杉並区下高井戸4-16-24,1,1,,1,,1,1,,1,35.671500955664,139.63065519581,
679,E1311500021201,塚山公園,東京都杉並区下高井戸5-23-12,,,,1,,1,,,,35.675352436037,139.62514211467,
680,E1311500084201,富士見丘小学校,東京都杉並区久我山2-19-1,,,,1,,1,,,1,35.683102,139.605133,
681,E1311500023201,久我山会館,東京都杉並区久我山3-23-20,1,1,,,,,1,,1,35.686631449452,139.59937159504,
682,E1311500024201,高井戸第二小学校,東京都杉並区久我山4-49-1,,,,1,,1,,,1,35.691604461769,139.5997142234,
683,E1311500025201,久我山小学校,東京都杉並区久我山5-18-7,,,,1,,1,,,1,35.686581493205,139.60642274358,
684,E1311500026201,宮前中学校,東京都杉並区宮前2-12-1,,,,1,,1,,,1,35.693334579479,139.6109339696,
685,E1311500027201,荻窪小学校,東京都杉並区宮前2-13-18,1,1,,1,,1,1,,1,35.694862544026,139.61178355906,
686,E1311500029201,西宮中学校,東京都杉並区宮前5-1-25,,,,1,,1,,,1,35.692269603459,139.60215342299,
687,E1311500030201,高井戸小学校,東京都杉並区高井戸西2-2-1,1,1,,1,,1,1,,1,35.68412765985,139.61428421342,
688,E1311500031201,高井戸東小学校,東京都杉並区高井戸東1-12-1,1,1,,1,,1,1,,1,35.680078705238,139.6200667314,
689,E1311500033201,高井戸中学校,東京都杉並区高井戸東1-28-1,,,,1,,1,,,1,35.681079822978,139.62293261594,
690,E1311500034201,高井戸地域区民センター,東京都杉並区高井戸東3-7-5,1,1,,1,,1,1,,1,35.683776797854,139.61663187238,
691,E1311500035201,杉並第三小学校,東京都杉並区高円寺南1-15-13,1,1,,1,,1,1,,1,35.700014097561,139.65647198891,
692,E1311500087201,ふらっとすぎはち,東京都杉並区高円寺南2-40-24,,,,1,,1,,,1,35.701359,139.651471,
693,E1311500037201,高円寺学園,東京都杉並区高円寺北1-4-11,,,,1,,1,,,1,35.707038970367,139.65511692778,
694,E1311500085201,旧杉並第四小学校,東京都杉並区高円寺北2-14-13,,,,1,,1,,,1,35.706593,139.653627,
695,E1311500039201,馬橋小学校,東京都杉並区高円寺北4-28-5,,,,1,,1,,,1,35.708422575592,139.64350788764,
696,E1311500040201,馬橋公園,東京都杉並区高円寺北4-35-5,,,,1,,1,,,,35.709617837759,139.64379446182,
697,E1311500041201,井荻中学校,東京都杉並区今川2-13-24,,,,1,,1,,,1,35.718067689126,139.61052296386,
698,E1311500042201,松ノ木小学校,東京都杉並区松ノ木1-2-26,,,,1,,1,,,1,35.686707635274,139.64269108447,
699,E1311500043201,松ノ木中学校,東京都杉並区松ノ木1-4-1,1,1,,1,,1,1,,1,35.686458400105,139.64127105232,
700,E1311500044201,松庵小学校,東京都杉並区松庵2-23-24,,,,1,,1,,,1,35.700470122026,139.59282945073,
701,E1311500045201,四宮小学校,東京都杉並区上井草2-12-26,1,1,,1,,1,1,,1,35.721110510543,139.60988168316,
702,E1311500046201,三谷小学校,東京都杉並区上井草3-14-12,,,,1,,1,,,1,35.719849647978,139.60183917304,
703,E1311500047201,井草中学校,東京都杉並区上井草3-20-11,,,,1,,1,,,1,35.721788531398,139.6031571979,
704,E1311500049202,富士見丘中学校,東京都杉並区上高井戸2-16-13,,,,1,,1,,,1,35.679455,139.607043,
705,E1311500050201,杉並第二小学校,東京都杉並区成田西3-4-1,1,1,,1,,1,1,,1,35.692916604764,139.63157623062,
706,E1311500051201,東田小学校,東京都杉並区成田東1-21-1,1,1,,1,,1,1,,1,35.691057625384,139.63902044892,
707,E1311500052201,東田中学校,東京都杉並区成田東3-19-17,,,,1,,1,,,1,35.694341229826,139.63468823579,
708,E1311500053201,沓掛小学校,東京都杉並区清水3-1-9,,,,1,,1,,,1,35.71660622782,139.62050499237,
709,E1311500054201,高井戸第四小学校,東京都杉並区西荻南1-8-16,,,,1,,1,,,1,35.698311281308,139.60183334971,
710,E1311500055201,桃井第三小学校,東京都杉並区西荻北2-10-7,1,1,,1,,1,1,,1,35.705223352231,139.6018847074,
711,E1311500056201,井荻小学校,東京都杉並区善福寺1-10-19,,,,1,,1,,,1,35.711128994099,139.59603350725,
712,E1311500057201,荻窪中学校,東京都杉並区善福寺1-8-3,1,1,,1,,1,1,,1,35.710314960983,139.59713217882,
713,E1311500058201,桃井第四小学校,東京都杉並区善福寺3-3-5,,,,1,,1,,,1,35.716792739949,139.59410222116,
714,E1311500059201,天沼小学校,東京都杉並区天沼2-46-3,,,,1,,1,,,1,35.710904589057,139.62293281037,
715,E1311500060201,旧若杉小学校,東京都杉並区天沼3-15-20,,,,1,,1,,,1,35.708113558313,139.61852869058,
716,E1311500061201,桃井第一小学校,東京都杉並区桃井2-6-1,,,,1,,1,,,1,35.711966998693,139.60854438101,
717,E1311500062201,西荻地域区民センター,東京都杉並区桃井4-3-2,1,1,,1,,1,1,,1,35.71264346516,139.60217854901,
718,E1311500086201,大宮前体育館,東京都杉並区南荻窪2-1-1,,,,1,,1,,,1,35.696781,139.61054,
719,E1311500063201,神明中学校,東京都杉並区南荻窪2-37-28,,,,1,,1,,,1,35.700424105187,139.60895493035,
720,E1311500083203,高円寺地域区民センター,東京都杉並区梅里1-22-32,1,1,,1,,1,1,,1,35.697055,139.653723,
721,E1311500064201,浜田山小学校,東京都杉並区浜田山4-23-1,,,,1,,1,,,1,35.685039852686,139.62881389687,
722,E1311500065201,方南小学校,東京都杉並区方南1-52-14,1,1,,1,,1,1,,1,35.6796697771,139.65867175494,
723,E1311500066201,大宮小学校,東京都杉並区堀ノ内1-12-16,,,,1,,1,,,1,35.683334739568,139.649949452,
724,E1311500067201,大宮中学校,東京都杉並区堀ノ内1-16-38,1,1,,1,,1,1,,1,35.686377491052,139.64889151906,
725,E1311500068201,済美小学校,東京都杉並区堀ノ内1-17-24,,,,1,,1,,,1,35.685528668131,139.65002882363,
726,E1311500071201,泉南中学校,東京都杉並区堀ノ内1-3-1,1,1,,1,,1,1,,1,35.684599469361,139.65518492373,
727,E1311500072201,堀之内小学校,東京都杉並区堀ノ内3-24-11,1,1,,1,,1,1,,1,35.692844698919,139.64718396107,
728,E1311500073201,杉並第九小学校,東京都杉並区本天沼1-2-19,,,,1,,1,,,1,35.713266123388,139.63346152149,
729,E1311500074201,天沼中学校,東京都杉並区本天沼3-10-20,,,,1,,1,,,1,35.712025910593,139.62139796329,
730,E1311500075201,旧新泉小学校,東京都杉並区和泉1-44-26,,,,1,,1,,,1,35.67569161816,139.65650625004,
731,E1311500076201,杉並和泉学園,東京都杉並区和泉2-17-14,,,,1,,1,,,1,35.674544,139.648754,
732,E1311500077201,永福和泉地域区民センター,東京都杉並区和泉3-8-18,1,1,,1,,1,1,,1,35.675601834097,139.64607255582,
733,E1311500079201,和田中学校,東京都杉並区和田2-21-8,,,,1,,1,,,1,35.690248112175,139.65868504813,
734,E1311500080201,和田小学校,東京都杉並区和田2-30-21,1,1,,1,,1,1,,1,35.690707148568,139.65743264375,
735,E1311500081201,高南中学校,東京都杉並区和田3-40-10,,,,1,,1,,,1,35.69540507489,139.65761206627,
736,E1311500082201,杉並第十小学校,東京都杉並区和田3-55-49,,,,1,,1,,,1,35.697387570474,139.65750174703,
737,E1311200001201,駒澤大学玉川校舎,東京都世田谷区宇奈根1-1-1,1,,,,,,,,,35.617869147311,139.60855957553,
738,E1311200005201,九品仏小学校,東京都世田谷区奥沢8-12-1,1,,,,,,,,1,35.603263229885,139.66008102057,
739,E1311200006201,聖ドミニコ学園,東京都世田谷区岡本1-10-1,1,,,,,,,,,35.624166964989,139.62115284529,
740,E1311200007201,岡本地区会館,東京都世田谷区岡本1-25-4,,1,,,,,,,,35.625031158611,139.61947822306,
741,E1311200009201,下馬地区会館,東京都世田谷区下馬4-13-4,1,,,,,,1,,,35.6359803844,139.67904549387,
742,E1311200011201,鎌田区民集会所,東京都世田谷区鎌田2-1-24,1,,,,,,,,,35.61703543666,139.6133540628,
743,E1311200012201,ゆうぽうと世田谷レクセンター,東京都世田谷区鎌田2-17-1,1,,,,,,,,,35.619706472855,139.61050932847,
744,E1311200013201,砧南中学校,東京都世田谷区鎌田3-13-20,1,,,,,,,,1,35.621157908732,139.61319814454,
745,E1311200129201,鎌田区民センター,東京都世田谷区鎌田3-35-1,1,,,,,,,,,35.622051,139.613922,
746,E1311200017201,砧小学校,東京都世田谷区喜多見6-9-1,1,,,,,,,,1,35.631761594684,139.60524469628,
747,E1311200018201,喜多見地区会館,東京都世田谷区喜多見8-23-23,,1,,,,,,,,35.637051522486,139.58977670555,
748,E1311200019201,大蔵地区会館,東京都世田谷区砧3-5-6,,1,,,,,,,,35.634896178004,139.61082515445,
749,E1311200020201,山野小学校,東京都世田谷区砧6-7-1,1,,,,,,,,1,35.643416322918,139.61300586896,
750,E1311200025201,八幡小学校,東京都世田谷区玉川田園調布2-17-15,1,,,,,,,,1,35.602780166825,139.66689523853,
751,E1311200029201,経堂地区会館,東京都世田谷区経堂3-37-13,1,,,,,,1,,,35.651807050787,139.63212434175,
752,E1311200033201,桜木中学校　（体育館、柔道場及びプール横更衣室棟）,東京都世田谷区桜1-48-15,1,1,,,,,1,,1,35.645801,139.64237,
753,E1311200047201,上祖師谷地区会館,東京都世田谷区上祖師谷4-5-6,1,,,,,,1,,,35.653584776097,139.59665788697,
754,E1311200049201,上馬地区会館,東京都世田谷区上馬4-10-17,1,,,,,,1,,,35.635050210003,139.66253108072,
755,E1311200050201,上北沢区民センター,東京都世田谷区上北沢3-8-9,1,,,,,,1,,,35.66755828741,139.62563950018,
756,E1311200058201,都立園芸高校,東京都世田谷区深沢5-38-1,1,,,,,,,,,35.619072737442,139.64771264047,
757,E1311200059201,都立深沢高校,東京都世田谷区深沢7-3-14,1,,,,,,,,,35.623325,139.647847,
758,E1311200061202,瀬田小学校,東京都世田谷区瀬田2-15-1,1,,,,,,,,1,35.618723307049,139.63158643694,
759,E1311200062201,瀬田中学校,東京都世田谷区瀬田2-17-1,,1,,,,,,,1,35.618427474504,139.63293391728,
760,E1311200062202,瀬田中学校,東京都世田谷区瀬田2-17-1,1,,,,,,,,1,35.618453,139.632776,
761,E1311200063201,瀬田地区会館,東京都世田谷区瀬田4-18-11,,1,,,,,,,,35.621371073071,139.62729602239,
762,E1311200064201,砧中学校,東京都世田谷区成城1-10-1,1,,,,,,,,1,35.633797790342,139.60101936535,
763,E1311200065201,成城さくら児童館,東京都世田谷区成城3-18-23,,1,,,,,,,,35.634114838659,139.59762691202,
764,E1311200066201,明正小学校,東京都世田谷区成城3-3-1,1,,,,,,,,1,35.635444061874,139.599078492,
765,E1311200067201,砧総合支所集会室等,東京都世田谷区成城6-2-1,1,1,,,,,,,,35.641003,139.601028,
766,E1311200067202,砧総合支所成城ホール,東京都世田谷区成城6-2-1,1,,,,,,,,,35.641239597376,139.60070572596,
767,E1311200069201,千歳小学校,東京都世田谷区成城9-6-1,1,,,,,,,,1,35.65165457912,139.59809671258,
768,E1311200072201,松沢区民集会所,東京都世田谷区赤堤5-31-5,1,,,,,,1,,,35.665479991833,139.63827622605,
769,E1311200079201,希望丘複合施設（区民集会所）,東京都世田谷区船橋6-25-1,1,,,,,,,,1,35.658998849109,139.62074074005,
770,E1311200128201,千歳温水プール,東京都世田谷区船橋7-9-1,1,,,,,,,,,35.659175,139.616171,
771,E1311200080201,祖師谷小学校,東京都世田谷区祖師谷3-49-1,1,,,,,,,,1,35.645849155239,139.60480054765,
772,E1311200085201,池之上青少年会館,東京都世田谷区代沢2-37-18,,1,,,,,,,,35.659373900081,139.67333789997,
773,E1311200090201,区立総合運動場体育館,東京都世田谷区大蔵4-6-1,1,,,,,,,,,35.630374576827,139.61234221222,
774,E1311200091201,区立大蔵第二運動場体育館,東京都世田谷区大蔵4-7-1,1,,,,,,,,,35.631580058536,139.61477050952,
775,E1311200092201,氷川神社,東京都世田谷区大蔵6-6-7,1,,,,,,,,,35.625088027757,139.61151037309,
776,E1311200094201,池尻区民集会所,東京都世田谷区池尻3-27-21,1,1,,,,,1,,,35.649828337522,139.67872221134,
777,E1311200095201,玉川小学校,東京都世田谷区中町2-29-1,,1,,,,,,,1,35.610838458833,139.64353964407,
778,E1311200095202,玉川小学校,東京都世田谷区中町2-29-1,1,,,,,,,,1,35.610887,139.643714,
779,E1311200096201,上野毛地区会館,東京都世田谷区中町2-33-11,,1,,,,,,,,35.611442727038,139.64103024747,
780,E1311200097201,玉川中学校,東京都世田谷区中町4-21-1,1,,,,,,,,1,35.616800520747,139.64341619408,
781,E1311200098201,中町小学校,東京都世田谷区中町4-23-1,1,,,,,,,,1,35.617317929537,139.64256528675,
782,E1311200099201,尾山台地区会館,東京都世田谷区等々力2-17-14,,1,,,,,,,,35.60576313317,139.65238619563,
783,E1311200100201,玉川区民会館,東京都世田谷区等々力3-4-1,1,,,,,,,,,35.60856420098,139.6485161892,
784,E1311200105201,烏山区民センター,東京都世田谷区南烏山6-2-19,1,,,,,,1,,,35.668834960124,139.60052123181,
785,E1311200112201,尾山台小学校,東京都世田谷区尾山台3-11-1,,1,,,,,,,1,35.604624,139.654416,
786,E1311200112202,尾山台小学校,東京都世田谷区尾山台3-11-1,1,,,,,,,,1,35.604674833463,139.65422781415,
787,E1311200113201,尾山台中学校,東京都世田谷区尾山台3-27-23,1,,,,,,,,1,35.605889839164,139.65593502151,
788,E1311200116201,北沢タウンホール,東京都世田谷区北沢2-8-18,1,,,,,,1,,,35.662181470323,139.66970892617,
789,E1322100001201,第三中学校,東京都清瀬市旭が丘1-262,1,1,,1,,1,1,1,1,35.7915559486086,139.534844320079,
790,E1322100002201,清明小学校,東京都清瀬市旭が丘2-8-1,1,1,,1,,1,1,1,1,35.7967435229236,139.53967340727,
791,E1322100003201,下宿運動公園,東京都清瀬市下宿2-524-1,,1,,1,,1,1,1,1,35.7981057695744,139.533759609845,
792,E1322100004201,下宿第二運動公園,東京都清瀬市下宿2-579-4,,1,,1,,1,1,1,,35.8015757271055,139.536484885875,
793,E1322100005201,清瀬内山運動公園,東京都清瀬市下宿3-1375,,1,,1,,1,1,1,,35.8034014758972,139.540525711087,
794,E1322100006201,コミュニティプラザひまわり,東京都清瀬市下清戸1-212-4,1,1,,1,,1,1,1,1,35.7781373010041,139.538744724311,
795,E1322100009201,芝山小学校,東京都清瀬市元町2-16-8,1,1,,1,,1,1,1,1,35.7752608614716,139.51129271693,
796,E1322100011201,都立清瀬高等学校,東京都清瀬市松山3-1-56,1,1,,1,,,1,1,,35.7696858772287,139.515077950064,避難場所はグラウンド・多目的コート・テニスコート
797,E1322100012201,第七小学校,東京都清瀬市松山3-1-92,1,1,,1,,1,1,1,1,35.7680265681539,139.512667651138,
798,E1322100013201,都立清瀬特別支援学校,東京都清瀬市松山3-1-97,1,1,,1,,1,1,1,,35.7687396867241,139.511247801381,避難場所は運動場
799,E1322100017201,第三小学校,東京都清瀬市竹丘1-15-4,1,1,,1,,1,1,1,1,35.7684437679506,139.510187059995,
800,E1322100040201,日本社会事業大学,東京都清瀬市竹丘3-1-30,1,1,,1,,1,1,1,,35.7664324035094,139.506681506446,避難場所は管理棟前通路および駐車場
801,E1322100019201,都職員共済組合清瀬運動場,東京都清瀬市竹丘3-10-5,1,1,,1,,1,1,1,,35.7633151639316,139.502957701243,
802,E1322100020201,竹丘公園,東京都清瀬市竹丘3-691-6,1,1,,1,,1,1,1,,35.7647970731855,139.505683628992,
803,E1322100021201,第十小学校,東京都清瀬市中清戸1-454-14,1,1,,1,,1,1,1,1,35.7751807887572,139.527914415725,
804,E1322100022201,神山公園,東京都清瀬市中清戸3-235,1,1,,1,,1,1,1,,35.7759295876855,139.531106291294,
805,E1322100024201,第五中学校,東京都清瀬市中清戸3-258-1,1,1,,1,,1,1,1,1,35.7750170723625,139.533818111963,
806,E1322100025201,第八小学校,東京都清瀬市中清戸4-1070,1,1,,1,,1,1,1,1,35.7873828710735,139.531020897191,
807,E1322100027201,第四小学校,東京都清瀬市中里2-1471,1,1,,1,,1,1,1,1,35.7827983218172,139.509670123018,
808,E1322100029201,金山緑地公園,東京都清瀬市中里4-650,,,,1,,1,1,1,,35.7888435996726,139.522269213977,
809,E1322100041201,清瀬花の里公園,東京都清瀬市中里5-1-16,1,1,,1,,1,1,1,,35.790096,139.531357,
810,E1322100030201,清瀬中学校,東京都清瀬市中里5-624,1,1,,1,,1,1,1,1,35.7848735829937,139.524871908779,
811,E1322100031201,清瀬小学校,東京都清瀬市中里5-741,1,1,,1,,1,1,1,1,35.7852478516723,139.525699260668,
812,E1322100032201,国立看護大学校,東京都清瀬市梅園1-2-1,1,1,,1,,,1,1,,35.7740395422939,139.508166339073,避難場所は校内グラウンド
813,E1322100033201,中央公園,東京都清瀬市梅園1-613,1,1,,1,,1,1,1,,35.7738183827678,139.510489821126,
814,E1322100034201,第二中学校,東京都清瀬市梅園2-9-15,1,1,,1,,1,1,1,1,35.7730771495938,139.50502542228,
815,E1322100035201,第六小学校,東京都清瀬市梅園2-9-45,1,1,,1,,1,1,1,1,35.7717471590102,139.504550120573,
816,E1322100036201,東星学園,東京都清瀬市梅園3-14-47,1,1,,1,,1,1,1,,35.7741692063984,139.501770187178,避難場所は体育館前校庭
817,E1322100038201,明治薬科大学清瀬キャンパス,東京都清瀬市野塩2-522-1,,,,1,,,,,,35.7815510747247,139.506481064943,避難場所は正門アクセスモール
818,E1322100039201,第四中学校,東京都清瀬市野塩3-2-3,1,1,,1,,1,1,1,1,35.7787504962968,139.507803192263,
819,E1322900002201,中原小学校,東京都西東京市ひばりが丘2-6-25,1,1,,1,,,,,1,35.7470296022302,139.537563166706,
820,E1322900004201,ひばりが丘総合運動場,東京都西東京市ひばりが丘3-1,,,,1,,,,,,35.7448602276362,139.537664692835,
821,E1322900006201,ひばりが丘中学校,東京都西東京市ひばりが丘3-2-42,1,1,,1,,,,,1,35.7424612941545,139.535022707726,
822,E1322900007201,栄小学校,東京都西東京市栄町2-10-9,1,1,,1,,,,,1,35.7521462934626,139.553019682243,
823,E1322900008201,保谷第一小学校,東京都西東京市下保谷1-4-4,1,1,,1,,,,,1,35.7498516103267,139.557903497055,
824,E1322900012201,東京都立田無工科高等学校,東京都西東京市向台町1-9-1,1,1,,1,,,,,1,35.7203900645403,139.548614785908,
825,E1322900013201,向台小学校,東京都西東京市向台町2-1-1,1,1,,1,,,,,1,35.7222661531975,139.539586552524,
826,E1322900014201,田無第四中学校,東京都西東京市向台町2-14-9,1,1,,1,,,,,1,35.7197406311757,139.540652153186,
827,E1322900015201,向台公園,東京都西東京市向台町2-5,,,,1,,,,,,35.7206182613029,139.542364077545,
828,E1322900016201,向台調節池,東京都西東京市向台町5-4,,,,1,,,,,,35.721935979768,139.52973801237,
829,E1322900017201,東京都立田無高等学校,東京都西東京市向台町5-4-34,1,,,1,,,,,1,35.7200804280311,139.529054373526,
830,E1322900018201,都立小金井公園,東京都西東京市向台町6-4,,,,1,,1,,,,35.7185281206907,139.52390252903,
831,E1322900019201,上向台小学校,東京都西東京市向台町6-7-28,1,1,,1,,,,,1,35.7207385671727,139.525642081678,
832,E1322900021201,芝久保調節池,東京都西東京市芝久保町1-18,,,,1,,,,,,35.7231082835055,139.524653398562,
833,E1322900022201,芝久保小学校,東京都西東京市芝久保町3-7-1,1,1,,1,,,,,1,35.7288086950752,139.52279470004,
834,E1322900024201,けやき小学校,東京都西東京市芝久保町5-7-1,,1,,1,,,,,1,35.7344055383291,139.525966472957,
835,E1322900026201,住吉小学校,東京都西東京市住吉町5-2-1,1,1,,1,,,,,1,35.7459106437714,139.553101463123,
836,E1322900027201,東京都立保谷高等学校,東京都西東京市住吉町5-8-23,,1,,1,,,,,1,35.7458150424731,139.555366584525,
837,E1322900029201,学校法人武蔵野大学,東京都西東京市新町1-1-20,,1,,1,,,,,1,35.7178034533718,139.548500785368,
838,E1322900030201,岩倉高等学校総合運動場,東京都西東京市新町2-3-27,,,,1,,,,,,35.7156698725941,139.542920986408,
839,E1322900032201,田無第三中学校,東京都西東京市西原町3-4-1,1,1,,1,,,,,1,35.7348696163121,139.531091616146,
840,E1322900033201,西原自然公園,東京都西東京市西原町4-5,,,,1,,,,,,35.7372828892616,139.52961333115,
841,E1322900034201,学校法人日本文華学園,東京都西東京市西原町4-5-85,,1,,1,,,,,1,35.7382225112713,139.530167925377,
842,E1322900036201,泉小わくわく公園,東京都西東京市泉町3-6,,,,1,,,,,,35.7409587689936,139.553299643647,
843,E1322900037201,谷戸第二小学校,東京都西東京市谷戸町1-17-27,1,1,,1,,,,,1,35.7414805909626,139.5451589383,
844,E1322900038201,谷戸せせらぎ公園,東京都西東京市谷戸町1-22,,,,1,,,,,,35.7430962929606,139.54439022995,
845,E1322900039201,谷戸イチョウ公園,東京都西東京市谷戸町2-12,,,,1,,,,,,35.7478089170037,139.54230556286,
846,E1322900042201,碧山小学校,東京都西東京市中町5-11-4,,1,,1,,,,,1,35.7383688600361,139.562984889926,
847,E1322900044201,田無小学校,東京都西東京市田無町4-5-21,1,1,,1,,,,,1,35.7287893640005,139.537692156229,
848,E1322900046201,明保中学校,東京都西東京市東町1-1-24,1,1,,1,,,,,1,35.7429655673084,139.56296898856,
849,E1322900047201,文理台公園,東京都西東京市東町1-4,,,,1,,1,,,,35.7440153782936,139.561814551066,
850,E1322900049201,東小学校,東京都西東京市東町6-2-33,1,1,,1,,,,,1,35.7418302237135,139.564043204406,
851,E1322900050201,都立東伏見公園,東京都西東京市東伏見1,,,,1,,1,,,,35.7280056699332,139.557505509392,
852,E1322900052201,早稲田大学東伏見キャンパス東伏見総合グランド,東京都西東京市東伏見2-7,,,,1,,,,,,35.726634291069,139.564563795927,
853,E1322900054201,東伏見小学校,東京都西東京市東伏見6-1-28,,,,1,,,,,1,35.7260181013966,139.559344345992,
854,E1322900056201,柳沢小学校,東京都西東京市南町2-12-37,1,1,,1,,,,,1,35.722249897947,139.547625789208,
855,E1322900060201,田無第一中学校,東京都西東京市南町6-9-37,1,1,,1,,,,,1,35.7245450347916,139.531668023885,
856,E1322900064201,本町小学校,東京都西東京市保谷町1-14-23,1,1,,1,,,,,1,35.7327145119516,139.555580974223,
857,E1322900065201,保谷中学校,東京都西東京市保谷町1-17-4,1,1,,1,,,,,1,35.733491475856,139.556489526699,
858,E1322900066201,保谷小学校,東京都西東京市保谷町1-3-35,1,1,,1,,,,,1,35.7373436580988,139.55487177229,
859,E1322900069201,田無第二中学校,東京都西東京市北原町2-9-1,1,1,,1,,,,,1,35.7383577292096,139.545014808894,
860,E1322900070201,青嵐中学校,東京都西東京市北町2-13-17,1,1,,1,,,,,1,35.7563682430125,139.556344611178,
861,E1322900071201,柳沢中学校,東京都西東京市柳沢3-8-22,1,1,,1,,,,,1,35.7205784253939,139.552530234253,
862,E1322900072201,保谷第二小学校,東京都西東京市柳沢4-2-11,1,1,,1,,,,,1,35.7202384322401,139.550325075702,
863,E1322900073201,ＭＵＦＧ　ＰＡＲＫ,東京都西東京市柳沢4-4,,,,1,,,,,,35.7191119351205,139.550397977158,
864,E1322900075201,国立大学法人東京大学大学院　農学生命科学研究科附属生態調和農学機構,東京都西東京市緑町1-1-1,,,,1,,1,,,,35.7357501977165,139.539998933462,
865,E1322900076201,国立大学法人東京大学大学院　農学生命科学研究科　附属田無演習林,東京都西東京市緑町1-1-8,,,,1,,1,,,,35.7371215108637,139.537185684859,
866,E1322900079201,谷戸小学校,東京都西東京市緑町3-1-1,1,1,,1,,,,,1,35.7403433860415,139.542807234414,
867,E1322900080201,西東京いこいの森公園,東京都西東京市緑町3-2,,,,1,,1,,,,35.7405441425686,139.539772473201,
868,E1320500001201,河辺町南自治会館（駐車場）,東京都青梅市河辺町2-1026,,,,1,,1,,,,35.77965392,139.2838308,
869,E1320500002201,総合体育館（体育館）,東京都青梅市河辺町4-16-1,1,1,,1,,1,1,,1,35.780694,139.284362,
870,E1320500003201,市立河辺小学校（グラウンド）,東京都青梅市河辺町5-24,,,,1,,1,,,1,35.781846,139.287824,
871,E1320500003202,市立河辺小学校（校舎・体育館）,東京都青梅市河辺町5-24,1,1,,,,,1,,1,35.78213303,139.2884431,
872,E1320500004202,河辺市民センター（庁舎・体育館）,東京都青梅市河辺町6-18-1,1,1,,,,,1,,1,35.778539,139.293645,
873,E1320500004201,河辺市民センター（駐車場）,東京都青梅市河辺町6-18-1,,,,1,,1,,,1,35.778733,139.293173,
874,E1320500005201,わかぐさ公園（グラウンド）,東京都青梅市河辺町8-14-3,,,,1,,1,,,,35.78313279,139.296582,
875,E1320500006201,駒木町１丁目運動広場（グラウンド）,東京都青梅市駒木町1-9-1,,,,1,,1,,,,35.782171,139.254721,
876,E1320500007201,御岳運動広場（グラウンド）,東京都青梅市御岳1-115,,,,1,,1,,,,35.79894657,139.1813832,
