NO,共通ID,施設・場所名,住所,洪水,崖崩れ、土石流及び地滑り,高潮,地震,津波,大規模な火事,内水氾濫,火山現象,指定避難所との住所同一,緯度,経度,備考
236,E1312300109201,本一色小,東京都江戸川区本一色2-10-1,,,,1,,,,,1,35.718576788119,139.87237358612,
237,E1312300110201,都立小岩高校,東京都江戸川区本一色3-10-1,,,,1,,,,,1,35.721275,139.869092,
238,E1312300111201,上一色南小,東京都江戸川区本一色3-28-24,,,,1,,,,,1,35.722062457633,139.87092076786,
239,E1312300112201,都立紅葉川高校,東京都江戸川区臨海町2-1-1,,,,1,,,,,1,35.65276,139.858795,
240,E1312300113201,臨海小,東京都江戸川区臨海町2-2-11,,,,1,,,,,1,35.651587922952,139.86033864648,
241,E1310300001201,南山小学校,東京都港区元麻布3-8-15,1,1,1,1,,,,,1,35.657226,139.731113,
242,E1310300002201,虎ノ門いきいきプラザ,東京都港区虎ノ門1-21-10,1,1,1,1,,,,,1,35.667846,139.748776,
243,E1310300003201,港南図書館,東京都港区港南3-3-17,,,,,1,,,,,35.633009,139.749549,
244,E1310300004201,港南の郷,東京都港区港南3-3-23,,,,,1,,,,1,35.633302,139.749189,
245,E1310300005201,みなとリサイクル清掃事務所,東京都港区港南3-9-59,,,,,1,,,,,35.634319,139.751406,
246,E1310300006201,港南いきいきプラザ,東京都港区港南4-2-1,,1,,1,,,,,1,35.629514,139.747112,
247,E1310300007201,港南小学校,東京都港区港南4-3-28,1,1,,1,1,,,,1,35.629474,139.749232,
248,E1310300008201,港南中学校,東京都港区港南4-3-3,1,1,,1,1,,,,1,35.631003,139.749144,
249,E1310300009201,港南子ども中高生プラザ,東京都港区港南4-3-7,,1,1,1,1,,,,1,35.631028,139.749688,
250,E1310300010202,高輪区民センター,東京都港区高輪1-16-25,,1,1,1,,,,,1,35.641971,139.73399,
251,E1310300010201,高松中学校,東京都港区高輪1-16-25,,,1,1,,,,,1,35.640814,139.734212,
252,E1310300011201,高輪子ども中高生プラザ,東京都港区高輪1-4-35,1,1,1,1,,,,,1,35.642382,139.734824,
253,E1310300012201,高輪台小学校,東京都港区高輪2-8-24,1,1,1,1,,,,,1,35.636174,139.73437,
254,E1310300013201,高輪いきいきプラザ,東京都港区高輪3-18-15,,1,1,1,,,,,1,35.633153,139.735756,
255,E1310300014201,赤羽小学校,東京都港区三田1-4-52,1,1,1,1,,,,,1,35.653027,139.742324,
256,E1310300015201,御田小学校,東京都港区三田4-11-38,1,1,1,1,,,,,1,35.643176,139.738062,
257,E1310300016201,三田中学校,東京都港区三田4-13-13,1,1,1,1,1,,,,1,35.645328,139.741022,
258,E1310300017201,豊岡いきいきプラザ,東京都港区三田5-7-7,,1,1,1,,,,,1,35.646547,139.739558,
259,E1310300019201,芝小学校,東京都港区芝2-21-3,1,1,1,1,1,,,,1,35.650966,139.750092,
260,E1310300021201,三田いきいきプラザ,東京都港区芝4-1-17,1,1,1,1,,,,,1,35.648793,139.749751,
261,E1310300023201,札の辻スクエア（産業振興センター）,東京都港区芝5-36-4,1,1,1,1,1,,,,1,35.64506668776,139.74469451653,
262,E1310300024201,みなとパーク芝浦（港区スポーツセンター・男女平等参画センター）,東京都港区芝浦1-16-1,,1,,1,,,,,1,35.646746,139.751886,
263,E1310300025201,芝浜小学校,東京都港区芝浦1-16-31,,1,,1,,,,,1,35.646084,139.750911,
264,E1310300026201,芝浦港南区民センター,東京都港区芝浦4-13-1,1,1,1,1,,,,,1,35.640548,139.748568,
265,E1310300028201,芝浦小学校,東京都港区芝浦4-8-18,1,1,1,1,1,,,,1,35.638412,139.746409,
266,E1310300029201,みなと図書館,東京都港区芝公園3-2-25,,,,,1,,,,,35.659933,139.750146,
267,E1310300030201,御成門小学校,東京都港区芝公園3-2-4,1,1,1,1,1,,,,1,35.661336,139.749778,
268,E1310300031201,生涯学習センター,東京都港区新橋3-16-3,,1,,1,1,,,,1,35.66561,139.757058,
269,E1310300032201,福祉プラザさくら川,東京都港区新橋6-19-2,,1,,1,,,,,1,35.661199,139.753813,
270,E1310300033201,御成門中学校,東京都港区西新橋3-25-30,1,1,,1,1,,,,1,35.66163,139.750419,
271,E1310300034201,西麻布いきいきプラザ,東京都港区西麻布2-13-3,,1,1,1,,,,,1,35.660909,139.722781,
272,E1310300035201,笄小学校,東京都港区西麻布3-11-16,1,1,1,1,,,,,1,35.656452,139.724888,
273,E1310300036201,高陵中学校,東京都港区西麻布4-14-8,1,1,1,1,,,,,1,35.656892,139.720523,
274,E1310300038201,赤坂区民センター,東京都港区赤坂4-18-13,1,1,1,1,,,,,1,35.674757,139.731694,
275,E1310300039201,赤坂いきいきプラザ,東京都港区赤坂6-4-8,,1,1,1,,,,,1,35.670358,139.734936,
276,E1310300040201,サン・サン赤坂（赤坂子ども中高生プラザ）,東京都港区赤坂6-6-14,,1,1,1,,,,,1,35.669633,139.737538,
277,E1310300041201,赤坂小学校,東京都港区赤坂8-13-29,,1,1,1,,,,,1,35.669195,139.73124,
278,E1310300043201,お台場学園港陽小・中学校,東京都港区台場1-1-5,1,1,1,1,1,,,,1,35.633986,139.777247,
279,E1310300044201,台場区民センター,東京都港区台場1-5-1,1,1,1,1,1,,,,1,35.629996,139.777122,
280,E1310300046201,旧飯倉小学校,東京都港区東麻布2-1-1,1,1,1,1,,,,,1,35.658175,139.742695,
281,E1310300047201,飯倉いきいきプラザ,東京都港区東麻布2-16-11,1,1,1,1,,,,,1,35.656942,139.740899,
282,E1310300048201,青山いきいきプラザ,東京都港区南青山2-16-5,1,1,1,1,,,,,1,35.669159,139.721259,
283,E1310300049201,青山小学校,東京都港区南青山2-21-2,,1,1,1,,,,,1,35.669966,139.719079,
284,E1310300050201,青南いきいきプラザ,東京都港区南青山4-10-1,1,1,1,1,,,,,1,35.666481,139.717319,
285,E1310300051201,青南小学校,東京都港区南青山4-21-15,1,1,1,1,,,,,1,35.663463,139.716128,
286,E1310300052201,南麻布いきいきプラザ,東京都港区南麻布1-5-26,,1,1,1,,,,,1,35.651408,139.735148,
287,E1310300053201,東町小学校,東京都港区南麻布1-8-11,,1,,1,,,,,1,35.650701,139.735665,
288,E1310300055201,本村小学校,東京都港区南麻布3-9-33,1,1,1,1,,,,,1,35.649779,139.729964,
289,E1310300058201,麻布子ども中高生プラザ・ありすいきいきプラザ,東京都港区南麻布4-6-7,1,1,1,1,,,,,1,35.651053,139.72745,
290,E1310300060201,白金いきいきプラザ,東京都港区白金3-10-12,,1,1,1,,,,,1,35.644881,139.730975,
291,E1310300061201,旧三光小学校,東京都港区白金3-18-2,1,1,1,1,,,,,1,35.644283,139.729296,
292,E1310300062201,白金の丘学園白金の丘小・中学校,東京都港区白金4-1-12,1,1,1,1,,,,,1,35.643672,139.726904,
293,E1310300063201,旧神応小学校,東京都港区白金6-9-5,1,1,1,1,,,,,1,35.643503,139.724573,
294,E1310300064201,白金小学校,東京都港区白金台1-4-26,,1,1,1,,,,,1,35.636767,139.728694,
295,E1310300065201,白金台いきいきプラザ,東京都港区白金台4-8-5,1,1,1,1,,,,,1,35.6377,139.725011,
296,E1310300067201,エコプラザ,東京都港区浜松町1-13-1,,1,,1,1,,,,1,35.658827,139.756887,
297,E1310300068201,神明子ども中高生プラザ・神明いきいきプラザ,東京都港区浜松町1-6-7,,1,1,1,1,,,,1,35.658824,139.757538,
298,E1310300069201,青山中学校,東京都港区北青山1-1-9,1,1,1,1,,,,,1,35.674238,139.722164,
299,E1310300071201,麻布小学校,東京都港区麻布台1-5-15,1,1,1,1,,,,,1,35.661842,139.738504,
300,E1310300072201,麻布区民センター,東京都港区六本木5-16-45,,1,1,1,,,,,1,35.660657,139.735062,
301,E1310300073201,六本木中学校,東京都港区六本木6-8-16,1,1,1,1,,,,,1,35.660894,139.732209,
302,E1311800001201,第一中学校,東京都荒川区荒川1-30-1,1,,1,,,,1,,1,35.734498,139.787752,
303,E1311800003201,第三峡田小学校,東京都荒川区荒川1-43-1,1,,1,,,,1,,1,35.73356,139.786082,
304,E1311800006201,第二峡田小学校,東京都荒川区荒川2-30-1,1,,1,,,,1,,1,35.738546,139.782497,
305,E1311800007201,ゆいの森あらかわ,東京都荒川区荒川2-50-1,1,,1,,,,1,,1,35.739521,139.784164,
306,E1311800009201,峡田ふれあい館,東京都荒川区荒川3-3-10,1,,1,,,,1,,1,35.733795,139.784091,
307,E1311800011201,生涯学習・教育センター,東京都荒川区荒川3-49-1,1,,1,,,,1,,1,35.734860698669,139.78012318825,
308,E1311800012201,峡田小学校,東京都荒川区荒川3-77-1,1,,1,,,,1,,1,35.736346,139.77731,
309,E1311800016201,第四中学校,東京都荒川区荒川6-57-1,1,,1,,,,1,,1,35.741247,139.77556,
310,E1311800017201,第九峡田小学校,東京都荒川区荒川6-8-1,1,,1,,,,1,,1,35.742441,139.779499,
311,E1311800018201,荒川山吹ふれあい館,東京都荒川区荒川7-6-8,1,,1,,,,1,,1,35.742507184064,139.78395607955,
312,E1311800021201,ひぐらし小学校,東京都荒川区西日暮里2-32-5,1,,1,,,,1,,1,35.731341,139.772516,
313,E1311800022201,諏訪台中学校,東京都荒川区西日暮里2-36-8,1,,1,,,,1,,1,35.732574,139.77174,
314,E1311800023201,諏訪台ひろば館,東京都荒川区西日暮里3-3-12,1,1,1,,,,1,,1,35.729621,139.767582,
315,E1311800025201,学校法人開成学園,東京都荒川区西日暮里4-2-4,,1,,,,,,,,35.732400961909,139.76494698777,
316,E1311800027201,西日暮里ふれあい館,東京都荒川区西日暮里6-24-4,1,,1,,,,1,,1,35.736279,139.770781,
317,E1311800029201,第六日暮里小学校,東京都荒川区西日暮里6-35-16,1,,1,,,,1,,1,35.735575571836,139.769690904,
318,E1311800031201,尾久宮前小学校,東京都荒川区西尾久1-4-17,1,,1,,,,1,,1,35.746006,139.764603,
319,E1311800032201,尾久ふれあい館,東京都荒川区西尾久2-25-13,1,,1,,,,1,,1,35.750208,139.7634,
320,E1311800091201,尾久八幡中学校,東京都荒川区西尾久3-14-1,1,,1,,,,1,,1,35.753167,139.763888,
321,E1311800034201,第七中学校,東京都荒川区西尾久4-30-28,1,,1,,,,1,,1,35.746484,139.758105,
322,E1311800036201,尾久西小学校,東京都荒川区西尾久5-27-12,1,,1,,,,1,,1,35.750244,139.758432,
323,E1311800038201,尾久第六小学校,東京都荒川区西尾久8-26-9,1,,1,,,,1,,1,35.752090658738,139.75418032785,
324,E1311800039201,西尾久ふれあい館,東京都荒川区西尾久8-33-31,1,,1,,,,1,,1,35.751598,139.753454,
325,E1311800040201,町屋ふれあい館,東京都荒川区町屋1-35-8,1,,1,,,,1,,1,35.744088,139.785824,
326,E1311800041201,第五中学校,東京都荒川区町屋1-37-16,1,,1,,,,1,,1,35.744473,139.787328,
327,E1311800042201,第四峡田小学校,東京都荒川区町屋2-11-6,1,,1,,,,1,,1,35.744951,139.780005,
328,E1311800044201,第五峡田小学校,東京都荒川区町屋3-17-24,1,,1,,,,1,,1,35.748273,139.781599,
329,E1311800046201,大門小学校,東京都荒川区町屋4-27-8,1,,1,,,,1,,1,35.74902,139.77711,
330,E1311800047201,原中学校,東京都荒川区町屋5-12-6,1,,1,,,,1,,1,35.751075,139.779438,
331,E1311800048201,荒木田ふれあい館,東京都荒川区町屋6-13-2,1,,1,,,,1,,1,35.750406,139.783399,
332,E1311800053201,第七峡田小学校,東京都荒川区町屋8-19-12,1,,1,,,,1,,1,35.748338,139.787807,
333,E1311800054201,東日暮里ふれあい館,東京都荒川区東日暮里1-17-13,1,,1,,,,1,,1,35.729789721343,139.78994792395,
334,E1311800056201,第三日暮里小学校,東京都荒川区東日暮里3-10-17,1,,1,,,,1,,1,35.728858,139.781392,
335,E1311800057201,夕やけこやけふれあい館,東京都荒川区東日暮里3-11-19,1,,1,,,,1,,1,35.729964,139.781378,
336,E1311800059201,竹台高等学校,東京都荒川区東日暮里5-14-1,1,,1,,,,1,,1,35.72612,139.777845,
337,E1311800060201,第二日暮里小学校,東京都荒川区東日暮里5-2-1,1,,1,,,,1,,1,35.728401,139.77824,
338,E1311800061201,日暮里サニーホール,東京都荒川区東日暮里5-50-5,1,1,1,,,,1,,,35.72788635457,139.77295482321,
339,E1311800062201,ひぐらしふれあい館,東京都荒川区東日暮里6-28-15,1,,1,,,,1,,1,35.733031624634,139.77600764176,
340,E1311800064201,第九中学校,東京都荒川区東尾久2-23-5,1,,1,,,,1,,1,35.743212,139.772874,
341,E1311800065201,東尾久本町通りふれあい館,東京都荒川区東尾久2-37-14,1,,1,,,,1,,1,35.744702619395,139.77140955878,
342,E1311800066201,赤土小学校,東京都荒川区東尾久2-43-9,1,,1,,,,1,,1,35.743209,139.769642,
343,E1311800070201,尾久小学校,東京都荒川区東尾久5-6-7,1,,1,,,,1,,1,35.747275,139.768811,
344,E1311800071201,男女平等推進センター,東京都荒川区東尾久5-9-3,1,,1,,,,1,,1,35.748244,139.768871,
345,E1311800072201,第六瑞光小学校,東京都荒川区南千住1-4-11,1,,1,,,,1,,1,35.733175,139.789219,
346,E1311800073201,瑞光小学校,東京都荒川区南千住1-51-1,1,,1,,,,1,,1,35.734917,139.791035,
347,E1311800075201,石浜ふれあい館,東京都荒川区南千住3-28-2,1,,1,,,,1,,1,35.731301,139.806454,
348,E1311800078201,第二瑞光小学校,東京都荒川区南千住5-8-1,1,,1,,,,1,,1,35.733556,139.794525,
349,E1311800079201,南千住ふれあい館,東京都荒川区南千住6-36-13,1,,1,,,,1,,1,35.738172,139.79104,
350,E1311800081201,荒川工科高等学校,東京都荒川区南千住6-42-1,1,,1,,,,1,,1,35.73742444526,139.79226479085,
351,E1311800083201,南千住駅前ふれあい館,東京都荒川区南千住7-1-1,1,,1,,,,1,,1,35.733205,139.798309,
352,E1311800084201,南千住第二中学校,東京都荒川区南千住7-25-1,1,,1,,,,1,,1,35.736128,139.799676,
353,E1311800085201,第三瑞光小学校,東京都荒川区南千住7-9-1,1,,1,,,,1,,1,35.735615,139.7987,
354,E1311800086201,第三中学校,東京都荒川区南千住8-10-1,1,,1,,,,1,,1,35.737841,139.811259,
355,E1311800087201,汐入ふれあい館,東京都荒川区南千住8-2-2,1,,1,,,,1,,1,35.734517,139.807037,
356,E1311800088201,汐入小学校,東京都荒川区南千住8-2-3,1,,1,,,,1,,1,35.735143,139.807227,
357,E1311800089201,汐入東小学校,東京都荒川区南千住8-9-3,1,,1,,,,1,,1,35.73895,139.811625,
358,E1321400001201,市立第十小学校,東京都国分寺市戸倉3-5,,1,,1,,1,,,1,35.7083195039632,139.454230214831,
359,E1321400003201,ひかりプラザ,東京都国分寺市光町1-46-8,1,1,,1,,1,1,,1,35.7025086842709,139.444667173064,
360,E1321400004201,市立第二小学校,東京都国分寺市光町3-1,1,1,,1,,1,1,,1,35.7080149098072,139.44454932124,
361,E1321400007201,市立第三中学校,東京都国分寺市高木町2-11,1,1,,1,,1,1,,1,35.711173992299,139.438345417844,
362,E1321400008201,都立国分寺高校,東京都国分寺市新町3-2-5,,1,,1,,1,,,1,35.7121923292997,139.447953406206,
363,E1321400009201,市立第四小学校,東京都国分寺市西元町1-8-1,1,1,,1,,1,1,,1,35.6958996197013,139.470078772981,
364,E1321400010201,市立第四中学校,東京都国分寺市西元町3-10-7,,1,,1,,1,,,1,35.6904675584823,139.470405213191,
365,E1321400013201,市立第八小学校,東京都国分寺市西町5-18,1,1,,1,,1,1,,1,35.7164428178171,139.432947757517,
366,E1321400015201,市立第九小学校,東京都国分寺市西恋ケ窪4-12-6,1,1,,1,,1,1,,1,35.707418203339,139.464500891762,
367,E1321400016201,恋ヶ窪公民館,東京都国分寺市西恋ケ窪4-12-8,1,1,,1,,1,1,,,35.7076734600586,139.464269424012,
368,E1321400017201,いずみプラザ,東京都国分寺市泉町2-3-8,1,1,,1,,1,1,,1,35.6962444592409,139.468793543458,
369,E1321400020201,いずみホール,東京都国分寺市泉町3-36-12,1,1,,1,,1,1,,1,35.6988476144971,139.464932804975,
370,E1321400021201,泉町多喜窪公園,東京都国分寺市泉町3-5-16,1,1,,1,,1,1,,,35.696820714224,139.464648593874,
371,E1321400022201,市立第一小学校,東京都国分寺市東元町2-1-20,1,1,,1,,1,1,,1,35.6926351247912,139.484700851831,
372,E1321400025201,市立第一中学校,東京都国分寺市東戸倉2-6,1,1,,1,,1,1,,1,35.7122904870764,139.465392028698,
373,E1321400026201,市立第三小学校,東京都国分寺市東恋ケ窪2-13,1,1,,1,,1,1,,1,35.7079617815247,139.477551153164,
374,E1321400029201,内藤地域センター,東京都国分寺市内藤2-22-34,1,1,,,,1,1,,1,35.6980876989548,139.456214522839,
375,E1321400030201,東京経済大学,東京都国分寺市南町1-7-34,1,,,1,,1,1,,1,35.6993744224474,139.490012308592,
376,E1321400032201,本町・南町地域センター,東京都国分寺市南町3-21-1,1,1,,1,,1,1,,1,35.6998142964857,139.478371766943,
377,E1321400033201,市立第五小学校,東京都国分寺市日吉町1-30,1,1,,1,,1,1,,1,35.7039520103892,139.459403792718,
378,E1321400034201,市立第六小学校,東京都国分寺市並木町2-1,,1,,1,,1,,,1,35.7147326138264,139.45493531414,
379,E1321400036201,市立第五中学校,東京都国分寺市並木町2-15,,1,,1,,1,,,1,35.7140817133509,139.453036250207,
380,E1321400038201,市立第七小学校,東京都国分寺市本多1-2-1,,1,,1,,1,,,1,35.7035875723301,139.483726643997,
381,E1321400039201,市立第二中学校,東京都国分寺市本多1-2-17,,1,,1,,1,1,,1,35.704111,139.482763,
382,E1321400040201,本多公民館,東京都国分寺市本多1-7-1,1,1,,1,,1,1,,1,35.7053279671733,139.482344083119,
383,E1321400041201,ｃｏｃｏｂｕｎｊｉプラザ,東京都国分寺市本町3-1-1,1,1,,1,,1,1,,,35.7006427260423,139.480467962014,
384,E1321500005201,多摩川河川敷公園,東京都国立市谷保9543,,,,1,,1,,,,35.68011582582,139.42133644509,
385,E1321500007201,一橋大学構内,東京都国立市中2-1,,,,1,,1,,,,35.6949298086682,139.441632351223,
386,E1321500008201,東京都立第五商業高等学校,東京都国立市中3-4,1,,,,,,1,,,35.689095,139.440156,
387,E1321500009201,一橋大学構内,東京都国立市東2-4,,,,1,,1,,,,35.695068,139.447811,
388,E1321500011201,東京都立国立高等学校,東京都国立市東4-25-1,1,,,,,,1,,,35.688267,139.448503,
389,E1321500013201,谷保第三公園周辺,東京都国立市富士見台2-34,,,,1,,1,,,,35.685699379265,139.44357326463,
390,E1321500019201,学校法人ＮＨＫ学園,東京都国立市富士見台2-36-2,1,,,,,,1,,,35.686817,139.44339,
391,E1321500016201,東京女子体育大学構内,東京都国立市富士見台4-30-1,,,,1,,1,,,,35.688798337282,139.42914769995,
